,material_id,formula_unedited,formula,space group,target
519,311,Li1.1Ti1.9Sc0.1(PO4)3,Li1.1Ti1.9Sc0.1P3O12,167.0,-3.4100503986742923
520,1295,La0.55Li0.36Ti0.95Ru0.05O3,La0.55Li0.36Ti0.95Ru0.05O3,,-4.2839966563652006
521,533,(La0.6Li0.4)(Ti0.8Al0.2)O3,La0.6Li0.4Ti0.8Al0.2O3,221.0,-3.245651664288981
522,728,Li3.9Zn0.05GeS4,Li3.9Zn0.05GeS4,,-6.565431095965801
523,8,Li3BP2O8,Li3BP2O8,2.0,-11.017728766960431
524,438,Li6BaLa2Nb2O12,Li6BaLa2Nb2O12,199.0,-5.221848749616356
525,821,Li3InBr2.5Cl3.5,Li3InBr2.5Cl3.5,,-5.443697499232713
526,518,Li7PN4,Li7PN4,218.0,-6.795880017344075
527,43,Li3.7P0.3Si0.7O4,Li3.7P0.3Si0.7O4,11.0,-6.4156687756324695
528,1200,0.9(0.61Li2S-0.39SiS2)-0.1Li3PO4,Li1.398S1.329Si0.39P0.1O0.4,,-3.892790030352132
529,10,Li0.24La0.65TiO3,Li0.24La0.65TiO3,47.0,-3.1289561245337127
530,96,Li4P2S6,Li4P2S6,162.0,-8.20965153014378
531,113,Li2SiN2,Li2SiN2,61.0,-6.795880017344075
532,976,0.75Li2S-0.25P2S3,Li1.5S1.5P0.5,,-4.294136287716081
533,657,Li5.5La3Nb1.75Y0.25O12,Li5.5La3Nb1.75Y0.25O12,230.0,-4.037157318798758
534,1090,Li3.1Ge0.1P0.9S3.8Se0.2,Li3.1Ge0.1P0.9S3.8Se0.2,,-2.9469215565165805
535,1002,0.95(0.67Li2-0.33SiS2)-0.05(0.67Li2O-0.33P2O5),Li1.34Si0.33S0.66O1.684P0.66,,-3.701146923590293
536,1154,Li3.3PO3.8N0.22,Li3.3PO3.8N0.22,,-5.619788758288394
537,629,Li6.5La3Zr1.75Te0.25O12,Li6.5La3Zr1.75Te0.25O12,230.0,-2.9913998282380825
538,1275,Li0.5La0.5Ti0.94Sn0.06O3,Li0.5La0.5Ti0.94Sn0.06O3,,-3.453457336521869
539,591,Li6.75Ba1.75La1.25Ta2O12,Li6.75Ba1.75La1.25Ta2O12,230.0,-4.903089986991944
540,1265,La0.6Li0.16TiO3.01,La0.6Li0.16TiO3.01,,-3.2006594505464183
541,300,Li2.667Mg0.667P2S6,Li2.667Mg0.667P2S6,162.0,-5.3979400086720375
542,75,Li10GeP2S12,Li10GeP2S12,137.0,-2.118558446946293
543,878,0.9(SiS2-Li2S)-0.1LiCl,Si0.9S2.8Li2.1Cl0.1,,-3.735182176990464
544,77,Li3.2Ge0.2P0.8S4,Li3.2Ge0.2P0.8S4,11.0,-3.2549259108517976
545,177,LiBiO2,LiBiO2,72.0,-7.42021640338319
546,1335,LiTi2(PO4)3-0.5LiF,Li1.5Ti2P3O12F0.5,,-3.6345120151091
547,36,Li3.5Si0.5P0.5S4,Li3.5Si0.5P0.5S4,11.0,-3.7931741239681513
548,566,Li6NI3,Li6NI3,225.0,-5.431798275933005
549,1272,Li0.5La0.5TiO3,Li0.5La0.5TiO3,,-3.0619809025237896
550,511,Li6.4P0.6Ge0.4S5I,Li6.4P0.6Ge0.4S5I,216.0,-3.600326278518962
551,652,Nd3Zr2Al0.5Li5.5O12,Nd3Zr2Al0.5Li5.5O12,230.0,-4.4089353929735005
552,1001,0.95(0.65Li2-0.35SiS2)-0.05(0.65Li2O-0.35P2O5),Li1.3Si0.35S0.7O1.782P0.7,,-3.272458742971444
553,499,Li6P0.48Ge0.52S5I,Li6P0.48Ge0.52S5I,216.0,-2.7375489102695707
554,166,Li3.82Sn0.82As0.18S4,Li3.82Sn0.82As0.18S4,62.0,-3.54821356447571
555,998,0.95(0.58Li2-0.42SiS2)-0.05(0.58Li2O-0.42P2O5),Li1.16Si0.42S0.84O2.129P0.84,,-2.9746941347352296
556,359,Li(Ti1.4Sn0.6)(PO4)3,LiTi1.4Sn0.6P3O12,167.0,-4.642065152999546
557,858,0.4 Li2S * 0.6 SiS2,Li0.8Si0.6S1.6,,-4.552841968657781
558,42,Li3.9P0.1Si0.9O4,Li3.9P0.1Si0.9O4,11.0,-7.701146923590294
559,1281,Li0.5La0.5Ti0.998Mn0.002O3,Li0.5La0.5Ti0.998Mn0.002O3,,-3.040005161671584
560,235,Li3.425Si0.425P0.575S4,Li3.425Si0.425P0.575S4,137.0,-2.2479515521805613
561,92,Li0.4Na0.1La0.5Nb2O6,Li0.4Na0.1La0.5Nb2O6,47.0,-5.0034883278458215
562,685,Li5La3Nb1.75Y0.25O12,Li5La3Nb1.75Y0.25O12,230.0,-5.025949097207123
563,331,Li1.2Cr0.2Ti1.8(PO4)3,Li1.2Cr0.2Ti1.8P3O12,167.0,-4.739928612014925
564,155,Li2.633Er0.633Zr0.367Cl6,Li2.633Er0.633Zr0.367Cl6,62.0,-2.958607314841775
565,1028,0.75Li6Si2S7-0.25Li6B4S9,Li6Si1.5S7.5B,,-3.2992962828549808
566,975,0.7Li2S-0.3P2S3,Li1.4S1.5999999999999999P0.6,,-4.102372908709558
567,810,Li6.40La3Zr2Ga0.2O12,Li6.4La3Zr2Ga0.2O12,,-3.0457574905606752
568,1214,0.4LiI-0.6Al2O3,Li0.4I0.4Al1.2O1.7999999999999998,,-5.1700533040583645
569,1005,0.8(0.65Li2-0.35SiS2)-0.2(0.65Li2O-0.35P2O5),Li1.3Si0.35S0.7O1.88P0.7,,-4.283162276700476
570,442,Li8SiP4,Li8SiP4,205.0,-4.346787486224656
571,217,La0.65Li0.05(Mg0.5W0.5)O3,La0.65Li0.05Mg0.5W0.5O3,129.0,-6.7447274948966935
572,795,Li2O-P2O5,Li2O6P2,,-8.958607314841775
573,700,Li6.4La3Zr1.4Ta0.5Nb0.1O12,Li6.4La3Zr1.4Ta0.5Nb0.1O12,230.0,-3.3526170298853804
574,1269,(La0.5Li0.5)0.75Sr0.25TiO3,La0.375Li0.375Sr0.25TiO3,,-4.046240308266771
575,46,Li0.6[Li0.2Sn0.8S2],Li0.6Li0.2Sn0.8S2,12.0,-3.9208187539523753
576,383,Li1.7Al0.3Ti1.6(PO4)3,Li1.7Al0.3Ti1.6P3O12,167.0,-4.301029995663981
577,195,Li0.27La0.57TiO3,Li0.27La0.57TiO3,123.0,-3.4685210829577446
578,126,LiHf2(PO4)3,LiHf2P3O12,167.0,-6.007093729209787
579,872,0.2 LiBr-0.4 SiS2-0.4 Li2S,Br0.2LiS1.2Si0.4,,-3.677780705266081
580,1004,0.8(0.6Li2-0.4SiS2)-0.2(0.6Li2O-0.4P2O5),Li1.2Si0.4S0.8O2.12P0.8,,-4.114073660198569
581,22,0.95(0.6Li2S-0.4SiS2)-0.05Li3GaO3,Li1.29S1.37Si0.4Ga0.05O0.15,,-3.4808886808156405
582,748,Li3OCl0.5Br0.5,Li3OCl0.5Br0.5,,-3.022733787572707
583,826,Li1.9Mn1.05Cl4,Li1.9Mn1.05Cl4,,-5.336299074610352
584,1187,0.9(0.5Li2S-0.5SiS2)-0.1Li3PO4,Li1.2S1.45Si0.5P0.1O0.4,,-4.170053304058364
585,513,Li6.5P0.5Ge0.5S5I,Li6.5P0.5Ge0.5S5I,216.0,-3.266000713461613
586,935,0.525Li2O-0.025Al2O3-0.05TiO2-0.4P2O5,Al0.05Li1.05O2.7P0.8Ti0.05,,-6.663540266151471
587,356,Li1.5Fe0.5Ti1.5(PO4)3,Li1.5Fe0.5Ti1.5P3O12,167.0,-3.7594507517174
588,25,Li1.2Al0.2Ge1.8(PO4)3,Li1.2Al0.2Ge1.8P3O12,167.0,-4.519795532537621
589,98,Li0.02Na0.48La0.5Nb2O6,Li0.02Na0.48La0.5Nb2O6,47.0,-5.399027104313252
590,64,0.8(0.6Li2S-0.4SiS2)- 0.2Li4SiO4,Li1.76S1.28Si0.6O0.8,,-3.793207635637796
591,15,0.3LiI-0.7(0.6Li2S-0.4SiS2),Li1.14I0.3S1.22Si0.4,,-3.2854437620939034
592,508,Li6.25P0.75Sn0.25S5I,Li6.25P0.75Sn0.25S5I,216.0,-3.5346171485515816
593,1166,0.815(0.45B2S3-0.55Li2S)-0.185LiI,B0.733S1.65Li1.285I0.185,,-3.511449283499556
594,758,Li6.88La3Zr1.88Nb0.12O12,Li6.88La3Zr1.88Nb0.12O12,,-3.2225731776106885
595,306,Li4.4Al0.4Sn0.6S4,Li4.4Al0.4Sn0.6S4,164.0,-5.443697499232713
596,1098,0.25Li2S-0.55Li2O-0.2P2S5,Li1.6O0.55P0.4S1.25,,-4.42021640338319
597,26,Li1.2Al0.2Ti1.8(PO4)3,Li1.2Al0.2Ti1.8P3O12,167.0,-2.848283166996897
598,687,Li7La3Zr1.7Ga0.3O12,Li7La3Zr1.7Ga0.3O12,230.0,-4.42021640338319
599,43,Li1.3Al0.3Ti1.7(PO4)3,Li1.3Al0.3Ti1.7P3O12,167.0,-3.680131973374624
600,1027,0.875Li6Si2S7-0.125Li6B4S9,Li6Si1.75S7.25B0.5,,-3.356547323513813
601,648,Li7La3Zr1.9222Al0.0778O12,Li7La3Zr1.9222Al0.0778O12,230.0,-3.801342913045578
602,488,Li6PO5Cl,Li6PO5Cl,216.0,-9.25649023527157
603,71,Li10.35Ge1.35P1.65S12,Li10.35Ge1.35P1.65S12,137.0,-1.8462091976246853
604,623,Li6.8La3Zr1.9Mo0.1O12,Li6.8La3Zr1.9Mo0.1O12,230.0,-4.096910013008056
605,494,Li6P0.85Ge0.15S5I,Li6P0.85Ge0.15S5I,216.0,-4.399027104313252
606,800,0.7Li2O-0.3P2O5,Li1.4O2.2P0.6,,-6.522878745280337
607,178,Li2.5Zn0.25PS4,Li2.5Zn0.25PS4,82.0,-3.0757207139381184
608,263,Li9.87Sn0.87P2.13S12,Li9.87Sn0.87P2.13S12,137.0,-2.364516253185088
609,1179,0.64(0.29B2S3-0.71Li2S)-0.36LiI,B0.371S1.267Li1.78I0.36,,-3.0915149811213505
610,595,Li7La3Zr1.89Al0.15O12,Li7La3Zr1.89Al0.15O12,230.0,-3.4685210829577446
611,1107,0.7Li2S-0.1Li2O-0.2P2S5,Li1.5999999999999999O0.1P0.4S1.7,,-3.962573502059376
612,272,Li9.8Ba0.1GeP2S12,Li9.8Ba0.1GeP2S12,137.0,-3.251037138743839
613,7,La0.58Li0.27TiO3,La0.58Li0.27TiO3,123.0,-3.1512249256599825
614,9,Li2NaBP2O8,Li2NaBP2O8,2.0,-12.0
615,86,Li3.6Si0.6P0.4S4,Li3.6Si0.6P0.4S4,11.0,-4.145700754443675
616,1146,0.7Li2S-0.25P2S5-0.05Li3PO4,Li1.5499999999999998O0.2P0.55S1.95,,-3.5734887386354246
617,521,Fe0.16La2.95Li5.68Zr2O12,Fe0.16La2.95Li5.68Zr2O12,220.0,-3.0291883891274822
618,978,0.555Li2S-0.4SiS2-0.045Li3N,Li1.245N0.045S1.355Si0.4,,-2.8239087409443187
619,118,Li6.6SiPO8,Li6.6SiPO8,62.0,-6.8297382846050425
620,676,Li5.70La3Ta1.65Sm0.35O12,Li5.7La3Ta1.65Sm0.35O12,230.0,-4.667561540084395
621,649,Li7La3Zr1.8599Al0.1401O12,Li7La3Zr1.8599Al0.1401O12,230.0,-3.494850021680094
622,1216,Li3.5P0.5Ge0.5O4,Li3.5P0.5Ge0.5O4,,-5.102922996790579
623,829,Li1.52Mn1.24Cl4,Li1.52Mn1.24Cl4,,-4.732828271596986
624,534,(La0.65Li0.35)(Ti0.7Al0.3)O3,La0.65Li0.35Ti0.7Al0.3O3,221.0,-3.7931741239681513
625,165,Li3.825Sn0.825As0.175S4,Li3.825Sn0.825As0.175S4,62.0,-3.285670240254767
626,1194,0.99(0.61Li2S-0.39SiS2)-0.01Li3PO4,Li1.238S1.384Si0.39P0.01O0.04,,-3.2967086218813386
627,510,Li6.5P0.5Sn0.5S5I,Li6.5P0.5Sn0.5S5I,216.0,-3.628932137728264
628,1201,0.99(0.65Li2S-0.35SiS2)-0.01Li3PO4,Li1.317S1.343Si0.35P0.01O0.04,,-3.4436974992327127
629,341,Li1.2Fe0.2Ti1.8(PO4)3,Li1.2Fe0.2Ti1.8P3O12,167.0,-3.744727494896694
630,167,Li3.8Sn0.8As0.2S4,Li3.8Sn0.8As0.2S4,62.0,-3.9746941347352296
631,192,La0.565Li0.305TiO3,La0.565Li0.305TiO3,123.0,-3.0190880622231564
632,75,Li3Na5(TiS4)2,Li3Na5Ti2S8,15.0,-5.055517327849832
633,203,Li0.39La0.59TiO3,Li0.39La0.59TiO3,123.0,-3.0540392964224314
634,395,Li1.4Al0.4Ti0.6(PO4)3,Li1.4Al0.4Ti0.6P3O12,167.0,-2.4814860601221125
635,553,La0.51Sr0.15Li0.15TiO3,La0.51Sr0.15Li0.15TiO3,221.0,-4.275724130399211
636,973,0.63Li2S-0.37P2S3,Li1.26S1.7399999999999998P0.74,,-4.5934598195660445
637,681,Li5La3Nb1.95Y0.05O12,Li5La3Nb1.95Y0.05O12,230.0,-4.87942606879415
638,1289,Li0.5La0.5Ti0.992Ge0.008O3,Li0.5La0.5Ti0.992Ge0.008O3,,-2.9469215565165805
639,129,0.5(Li2S) 0.5(GeS2),LiS1.5Ge0.5,,-4.453637376305421
640,1277,Li0.5La0.5Ti0.98Zr0.02O3,Li0.5La0.5Ti0.98Zr0.02O3,,-3.380906669373257
641,1128,0.1Li2S-0.6Li2O-0.3P2S5,Li1.4O0.6P0.6S1.6,,-7.109020403010312
642,784,0.63(Li2O) 0.37(P2O5),Li1.26P0.74O2.48,,-6.886056647693163
643,881,0.7(SiS2-Li2S)-0.3LiCl,Si0.7S2.4Li2.3Cl0.3,,-3.632644078973981
644,1190,0.97(0.6Li2S-0.4SiS2)-0.03Li3PO4,Li1.254S1.382Si0.4P0.03O0.12,,-3.401209493236885
645,994,0.65Li2-0.35SiS2,Li1.3Si0.35S0.7,,-3.130181792020672
646,72,Li10.35Si1.35P1.65S12,Li10.35Si1.35P1.65S12,137.0,-2.1811550904407992
647,1195,0.985(0.61Li2S-0.39SiS2)-0.015Li3PO4,Li1.247S1.381Si0.39P0.015O0.06,,-3.2247537402597635
648,147,Pr0.53Li0.41TiO3,Pr0.53Li0.41TiO3,62.0,-7.075720713938118
649,37,0.95(0.6Li2S-0.4SiS2)- 0.05Li4SiO4,Li1.34S1.37Si0.45O0.2,,-2.811615081638648
