,Unnamed: 0.1,Unnamed: 0,formula_,target_,Ea (eV),space group,ICSD Entry,target,formula_preprocessed,formula,H_ratio,Ag_ratio,Hf_ratio,Co_ratio,Cu_ratio,Te_ratio,Pr_ratio,La_ratio,Nb_ratio,Sn_ratio,Sr_ratio,Se_ratio,Mn_ratio,As_ratio,Cr_ratio,Li_ratio,Br_ratio,N_ratio,I_ratio,Cl_ratio,In_ratio,Nd_ratio,Fe_ratio,S_ratio,Er_ratio,Sm_ratio,Mg_ratio,K_ratio,Ce_ratio,Mo_ratio,O_ratio,Sc_ratio,W_ratio,Al_ratio,Ge_ratio,B_ratio,Bi_ratio,Ru_ratio,Y_ratio,P_ratio,Ga_ratio,Si_ratio,C_ratio,Zn_ratio,Ba_ratio,F_ratio,V_ratio,Ca_ratio,Ta_ratio,Na_ratio,Sb_ratio,Ti_ratio,Cd_ratio,Zr_ratio
481,481,676,Li5.70La3Ta1.65Sm0.35O12,2.15e-05,,230,259167,-4.66756154,Li5.7La3Ta1.65Sm0.35O12,Li5.7La3Ta1.65Sm0.35O12,0,0,0,0,0,0,0,0.13215859030837,0,0,0,0,0,0,0,0.2511013215859031,0,0,0,0,0,0,0,0,0,0.0154185022026431,0,0,0,0,0.5286343612334802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726872246696035,0,0,0,0,0
483,483,661,Li6BaLa2Ta2O12,1.5e-05,0.47,230,237201,-4.823908741,Li6BaLa2Ta2O12,Li6BaLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0.0869565217391304,0,0,0,0,0
497,497,665,Li6SrLa2Ta2O12,7e-06,0.5,230,237200,-5.15490196,Li6SrLa2Ta2O12,Li6SrLa2Ta2O12,0,0,0,0,0,0,0,0.0869565217391304,0,0,0.0434782608695652,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0
528,528,682,Li5La3Nb1.9Y0.1O12,1.43e-05,,230,,-4.844663963,Li5La3Nb1.9Y0.1O12,Li5La3Nb1.9Y0.1O12,0,0,0,0,0,0,0,0.1363636363636363,0.0863636363636363,0,0,0,0,0,0,0.2272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0,0,0,0,0,0,0,0.0045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,530,614,Li6.65La3Zr1.65Ta0.35O12,0.00077,,230,,-3.113509275,Li6.65La3Zr1.65Ta0.35O12,Li6.65La3Zr1.65Ta0.35O12,0,0,0,0,0,0,0,0.1268498942917547,0,0,0,0,0,0,0,0.281183932346723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5073995771670191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014799154334038,0,0,0,0,0.0697674418604651
534,534,655,Li5.2La3Nb1.9Y0.1O12,6.39e-05,,230,237143,-4.194499142,Li5.2La3Nb1.9Y0.1O12,Li5.2La3Nb1.9Y0.1O12,0,0,0,0,0,0,0,0.1351351351351351,0.0855855855855855,0,0,0,0,0,0,0.2342342342342342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5405405405405406,0,0,0,0,0,0,0,0.0045045045045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,543,710,Li6.5La3Zr1.5Ta0.5O12,0.00061,0.4,230,,-3.214670165,Li6.5La3Zr1.5Ta0.5O12,Li6.5La3Zr1.5Ta0.5O12,0,0,0,0,0,0,0,0.1276595744680851,0,0,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446808,0,0,0,0,0.0638297872340425
548,548,707,Li6.835La3Zr2O12Al0.231,0.00022,,230,,-3.657577319,Li6.835La3Zr2O12Al0.231,Li6.835La3Zr2O12Al0.231,0,0,0,0,0,0,0,0.1246571927200199,0,0,0,0,0,0,0,0.2840106374137787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4986287708800797,0,0,0.0095986038394415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831047951466799
556,556,585,Li6SrLa2Nb2O12,4.2e-06,0.5,230,157628,-5.37675071,Li6SrLa2Nb2O12,Li6SrLa2Nb2O12,0,0,0,0,0,0,0,0.0869565217391304,0.0869565217391304,0,0.0434782608695652,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,565,611,Li6La3ZrTaO12,0.00016,,230,,-3.795880017,Li6La3ZrTaO12,Li6La3ZrTaO12,0,0,0,0,0,0,0,0.1304347826086956,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0.0434782608695652
571,571,597,Li6.25La3Zr2Ga0.25O12,0.00035,,230,,-3.455931956,Li6.25La3Zr2Ga0.25O12,Li6.25La3Zr2Ga0.25O12,0,0,0,0,0,0,0,0.1276595744680851,0,0,0,0,0,0,0,0.2659574468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0.0851063829787234
573,573,658,Li6.5La3Nb1.25Y0.75O12,0.000343,,230,237146,-3.46470588,Li6.5La3Nb1.25Y0.75O12,Li6.5La3Nb1.25Y0.75O12,0,0,0,0,0,0,0,0.1276595744680851,0.0531914893617021,0,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0.0319148936170212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,577,670,Li49.6Al1.6La24Zr14.4Ta1.6O96,0.000614,0.29,230,241476,-3.211831629,Li49.6Al1.6La24Zr14.4Ta1.6O96,Li49.6Al1.6La24Zr14.4Ta1.6O96,0,0,0,0,0,0,0,0.1282051282051282,0,0,0,0,0,0,0,0.2649572649572649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128205128205129,0,0,0.0085470085470085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085470085470085,0,0,0,0,0.0769230769230769
598,598,654,Li6La3Nb1.5Y0.5O12,0.000188,,230,237141,-3.725842151,Li6La3Nb1.5Y0.5O12,Li6La3Nb1.5Y0.5O12,0,0,0,0,0,0,0,0.1304347826086956,0.0652173913043478,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,617,620,Li6.5La3Zr1.5Ta0.5O12,0.00067,,230,183686,-3.173925197,Li6.5La3Zr1.5Ta0.5O12,Li6.5La3Zr1.5Ta0.5O12,0,0,0,0,0,0,0,0.1276595744680851,0,0,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446808,0,0,0,0,0.0638297872340425
625,625,589,Li6.25Ba1.25La1.75Ta2O12,5.05e-05,0.395,230,,-4.296708622,Li6.25Ba1.25La1.75Ta2O12,Li6.25Ba1.25La1.75Ta2O12,0,0,0,0,0,0,0,0.075268817204301,0,0,0,0,0,0,0,0.2688172043010752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053763440860215,0,0,0,0.086021505376344,0,0,0,0,0
627,627,696,Li6La3ZrSbO12,0.00026,0.38,230,,-3.585026652,Li6La3ZrSbO12,Li6La3ZrSbO12,0,0,0,0,0,0,0,0.1304347826086956,0,0,0,0,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0.0434782608695652
